member,Fy,lateral_psf,height_ft,spacing_in,P_asd_kip,footnote
800S200-54,33,25.0,14,24,5.7,a
600S350-68,33,25.0,14,24,9.43,a
600S350-97,50,25.0,14,24,16.94,a
600S350-118,50,25.0,14,24,22.32,a
600S200-68,33,25.0,14,12,6.02,a
800S137-97,50,25.0,14,12,10.42,a
800S137-118,50,25.0,14,12,13.66,a
800S137-43,33,25.0,14,12,1.98,b
800S137-54,33,25.0,14,12,4.6,a
600S250-68,33,25.0,14,12,7.0,a
800S162-97,50,25.0,14,12,11.93,a
800S162-118,50,25.0,14,12,15.6,a
800S162-54,50,25.0,14,12,4.75,a
600S300-68,50,25.0,14,12,7.42,a
600S300-97,50,25.0,14,12,13.24,a
600S300-118,33,25.0,14,12,17.75,a
800S200-54,33,25.0,14,12,6.44,a
600S350-68,33,25.0,14,12,10.04,a
600S350-97,50,25.0,14,12,16.74,a
600S350-118,50,25.0,14,12,21.6,a
600S200-68,33,25.0,16,16,5.38,b
800S137-97,50,25.0,16,16,9.81,a
800S137-118,50,25.0,16,16,13.02,a
800S137-43,33,25.0,16,16,1.22,c
800S137-54,33,25.0,16,16,3.93,b
600S250-68,33,25.0,16,16,6.29,a
800S162-97,50,25.0,16,16,11.2,a
800S162-118,50,25.0,16,16,14.86,a
800S162-54,50,25.0,16,16,4.09,b
600S300-68,50,25.0,16,16,6.7,a
600S300-97,50,25.0,16,16,12.5,a
600S300-118,33,25.0,16,16,16.98,a
800S200-54,33,25.0,16,16,5.75,a
600S350-68,33,25.0,16,16,9.29,a
600S350-97,50,25.0,16,16,15.95,a
600S350-118,50,25.0,16,16,20.83,a
600S200-68,33,25.0,16,12,2.15,a
800S137-97,50,25.0,16,12,3.34,a
800S137-118,50,25.0,16,12,4.52,a
800S137-43,33,25.0,16,12,7.04,a
800S137-54,33,25.0,16,12,1.96,a
600S250-68,33,25.0,16,12,3.02,a
800S162-97,50,25.0,16,12,5.13,a
800S162-118,50,25.0,16,12,6.95,a
800S162-54,50,25.0,16,12,10.98,a
600S300-68,50,25.0,16,12,14.05,a
600S300-97,50,25.0,16,12,2.5,a
600S300-118,33,25.0,16,12,4.14,a
800S200-54,33,25.0,16,12,7.41,a
600S350-68,33,25.0,16,12,9.94,a
600S350-97,50,25.0,16,12,15.64,a
600S350-118,50,25.0,16,12,20.1,a
600S200-68,33,25.0,8,16,2.03,a
800S137-97,50,25.0,8,16,3.25,a
800S137-118,50,25.0,8,16,4.43,a
800S137-43,33,25.0,8,16,6.96,a
800S137-54,33,25.0,8,16,1.79,a
600S250-68,33,25.0,8,16,2.88,a
800S162-97,50,25.0,8,16,5.01,a
800S162-118,50,25.0,8,16,6.83,a
800S162-54,50,25.0,8,16,10.88,a
600S300-68,50,25.0,8,16,13.94,a
600S300-97,50,25.0,8,16,2.32,a
600S300-118,33,25.0,8,16,4.0,a
800S200-54,33,25.0,8,16,7.26,a
600S350-68,33,25.0,8,16,9.8,a
600S350-97,50,25.0,8,16,15.5,a
600S350-118,50,25.0,8,16,19.96,a
600S200-68,33,25.0,8,24,1.8,a
800S137-97,50,25.0,8,24,3.06,a
800S137-118,50,25.0,8,24,4.26,a
800S137-43,33,25.0,8,24,6.8,a
800S137-54,33,25.0,8,24,1.44,a
600S250-68,33,25.0,8,24,2.6,a
800S162-97,50,25.0,8,24,4.76,a
800S162-118,50,25.0,8,24,6.59,a
800S162-54,50,25.0,8,24,10.66,a
600S300-68,50,25.0,8,24,13.72,a
600S300-97,50,25.0,8,24,1.94,a
600S300-118,33,25.0,8,24,3.71,a
800S200-54,33,25.0,8,24,6.98,a
600S350-68,33,25.0,8,24,9.52,a
600S350-97,50,25.0,8,24,15.24,a
600S350-118,50,25.0,8,24,19.68,a
600S200-68,33,25.0,8,12,2.06,a
800S137-97,50,25.0,8,12,3.27,a
800S137-118,50,25.0,8,12,4.45,a
800S137-43,33,25.0,8,12,6.98,a
800S137-54,33,25.0,8,12,1.83,a
600S250-68,33,25.0,8,12,2.91,a
800S162-97,50,25.0,8,12,5.03,a
800S162-118,50,25.0,8,12,6.85,a
800S162-54,50,25.0,8,12,10.9,a
600S300-68,50,25.0,8,12,13.96,a
600S300-97,50,25.0,8,12,2.35,a
600S300-118,33,25.0,8,12,4.03,a
800S200-54,33,25.0,8,12,7.29,a
600S350-68,33,25.0,8,12,9.83,a
600S350-97,50,25.0,8,12,15.53,a
600S350-118,50,25.0,8,12,19.99,a
600S200-68,33,25.0,9,16,1.91,a
800S137-97,50,25.0,9,16,3.15,a
800S137-118,50,25.0,9,16,4.34,a
800S137-43,33,25.0,9,16,6.87,a
800S137-54,33,25.0,9,16,1.61,a
600S250-68,33,25.0,9,16,2.73,a
800S162-97,50,25.0,9,16,4.88,a
800S162-118,50,25.0,9,16,6.7,a
800S162-54,50,25.0,9,16,10.76,a
600S300-68,50,25.0,9,16,13.82,a
600S300-97,50,25.0,9,16,2.12,a
600S300-118,33,25.0,9,16,3.85,a
800S200-54,33,25.0,9,16,7.12,a
600S350-68,33,25.0,9,16,9.65,a
600S350-97,50,25.0,9,16,15.36,a
600S350-118,50,25.0,9,16,19.81,a
600S200-68,33,25.0,9,24,1.62,a
800S137-97,50,25.0,9,24,2.92,a
800S137-118,50,25.0,9,24,4.12,a
800S137-43,33,25.0,9,24,6.67,a
800S137-54,33,25.0,9,24,1.17,a
600S250-68,33,25.0,9,24,2.38,a
800S162-97,50,25.0,9,24,4.57,a
800S162-118,50,25.0,9,24,6.4,a
800S162-54,50,25.0,9,24,10.48,a
600S300-68,50,25.0,9,24,13.54,a
600S300-97,50,25.0,9,24,1.64,a
600S300-118,33,25.0,9,24,3.48,a
800S200-54,33,25.0,9,24,6.76,a
600S350-68,33,25.0,9,24,9.3,a
600S350-97,50,25.0,9,24,15.02,a
600S350-118,50,25.0,9,24,19.46,a
600S200-68,33,25.0,9,12,1.96,a
800S137-97,50,25.0,9,12,3.18,a
800S137-118,50,25.0,9,12,4.37,a
800S137-43,33,25.0,9,12,6.9,a
800S137-54,33,25.0,9,12,1.67,a
600S250-68,33,25.0,9,12,2.79,a
800S162-97,50,25.0,9,12,4.92,a
800S162-118,50,25.0,9,12,6.75,a
800S162-54,50,25.0,9,12,10.8,a
600S300-68,50,25.0,9,12,13.86,a
600S300-97,50,25.0,9,12,2.19,a
600S300-118,33,25.0,9,12,3.9,a
800S200-54,33,25.0,9,12,7.17,a
600S350-68,33,25.0,9,12,9.7,a
600S350-97,50,25.0,9,12,15.41,a
600S350-118,50,25.0,9,12,19.86,a
600S200-68,33,25.0,10,16,1.78,a
800S137-97,50,25.0,10,16,3.04,a
800S137-118,50,25.0,10,16,4.23,a
800S137-43,33,25.0,10,16,6.78,a
800S137-54,33,25.0,10,16,1.4,a
600S250-68,33,25.0,10,16,2.57,a
800S162-97,50,25.0,10,16,4.73,a
800S162-118,50,25.0,10,16,6.56,a
800S162-54,50,25.0,10,16,10.63,a
600S300-68,50,25.0,10,16,13.69,a
600S300-97,50,25.0,10,16,1.89,a
600S300-118,33,25.0,10,16,3.67,a
800S200-54,33,25.0,10,16,6.95,a
600S350-68,33,25.0,10,16,9.48,a
600S350-97,50,25.0,10,16,15.2,a
600S350-118,50,25.0,10,16,19.65,a
600S200-68,33,25.0,10,24,1.41,a
800S137-97,50,25.0,10,24,2.76,a
800S137-118,50,25.0,10,24,3.96,a
800S137-43,33,25.0,10,24,6.53,a
800S137-54,33,25.0,10,24,0.86,a
600S250-68,33,25.0,10,24,2.13,a
800S162-97,50,25.0,10,24,4.35,a
800S162-118,50,25.0,10,24,6.19,a
800S162-54,50,25.0,10,24,10.29,a
600S300-68,50,25.0,10,24,13.35,a
600S300-97,50,25.0,10,24,1.31,a
600S300-118,33,25.0,10,24,3.23,a
800S200-54,33,25.0,10,24,6.51,a
600S350-68,33,25.0,10,24,9.05,a
600S350-97,50,25.0,10,24,14.79,a
600S350-118,50,25.0,10,24,19.21,a
600S200-68,33,25.0,10,12,1.72,a
800S137-97,50,25.0,10,12,3.0,a
800S137-118,50,25.0,10,12,4.19,a
800S137-43,33,25.0,10,12,6.74,a
800S137-54,33,25.0,10,12,1.31,a
600S250-68,33,25.0,10,12,2.5,a
800S162-97,50,25.0,10,12,4.67,a
800S162-118,50,25.0,10,12,6.5,a
800S162-54,50,25.0,10,12,10.57,a
600S300-68,50,25.0,10,12,13.64,a
600S300-97,50,25.0,10,12,1.79,a
600S300-118,33,25.0,10,12,3.59,a
800S200-54,33,25.0,10,12,6.87,a
600S350-68,33,25.0,10,12,9.41,a
600S350-97,50,25.0,10,12,15.14,a
600S350-118,50,25.0,10,12,19.58,a
600S200-68,33,25.0,12,16,1.46,a
800S137-97,50,25.0,12,16,2.79,a
800S137-118,50,25.0,12,16,3.99,a
800S137-43,33,25.0,12,16,6.56,a
800S137-54,33,25.0,12,16,0.92,a
600S250-68,33,25.0,12,16,2.19,a
800S162-97,50,25.0,12,16,4.4,a
800S162-118,50,25.0,12,16,6.24,a
800S162-54,50,25.0,12,16,10.33,a
600S300-68,50,25.0,12,16,13.39,a
600S300-97,50,25.0,12,16,1.37,a
600S300-118,33,25.0,12,16,3.27,a
800S200-54,33,25.0,12,16,6.55,a
600S350-68,33,25.0,12,16,9.1,a
600S350-97,50,25.0,12,16,14.84,a
600S350-118,50,25.0,12,16,19.26,a
600S200-68,33,25.0,12,12,1.44,a
800S137-97,50,25.0,12,12,2.77,a
800S137-118,50,25.0,12,12,3.98,a
800S137-43,33,25.0,12,12,6.55,a
800S137-54,33,25.0,12,12,0.89,a
600S250-68,33,25.0,12,12,2.16,a
800S162-97,50,25.0,12,12,4.38,a
800S162-118,50,25.0,12,12,6.21,a
800S162-54,50,25.0,12,12,10.31,a
600S300-68,50,25.0,12,12,13.37,a
600S300-97,50,25.0,12,12,1.32,a
600S300-118,33,25.0,12,12,3.19,a
800S200-54,33,25.0,12,12,6.38,a
600S350-68,33,25.0,12,12,8.91,a
600S350-97,50,25.0,12,12,14.73,a
600S350-118,50,25.0,12,12,19.24,a
600S200-68,33,25.0,14,16,1.08,a
800S137-97,50,25.0,14,16,2.49,a
800S137-118,50,25.0,14,16,3.71,a
800S137-43,33,25.0,14,16,6.3,a
800S137-54,33,25.0,14,16,0.36,a
600S250-68,33,25.0,14,16,1.73,a
800S162-97,50,25.0,14,16,4.0,a
800S162-118,50,25.0,14,16,5.85,a
800S162-54,50,25.0,14,16,9.97,a
600S300-68,50,25.0,14,16,13.03,a
600S300-97,50,25.0,14,16,0.75,a
600S300-118,33,25.0,14,16,2.76,a
800S200-54,33,25.0,14,16,5.96,a
600S350-68,33,25.0,14,16,8.49,a
600S350-97,50,25.0,14,16,14.32,a
600S350-118,50,25.0,14,16,18.81,a
600S200-68,33,25.0,14,12,1.11,a
800S137-97,50,25.0,14,12,2.52,a
800S137-118,50,25.0,14,12,3.73,a
800S137-43,33,25.0,14,12,6.32,a
800S137-54,33,25.0,14,12,0.4,a
600S250-68,33,25.0,14,12,1.77,a
800S162-97,50,25.0,14,12,4.03,a
800S162-118,50,25.0,14,12,5.88,a
800S162-54,50,25.0,14,12,10.0,a
600S300-68,50,25.0,14,12,13.06,a
600S300-97,50,25.0,14,12,0.79,a
600S300-118,33,25.0,14,12,2.73,a
800S200-54,33,25.0,14,12,5.78,a
600S350-68,33,25.0,14,12,8.23,a
600S350-97,50,25.0,14,12,13.86,a
600S350-118,50,25.0,14,12,18.3,a
800S250-68,33,25.0,,12,11.36,a
800S250-97,50,25.0,,12,19.14,a
800S250-118,50,25.0,,12,25.0,a
800S250-54,50,25.0,,12,8.11,a
800S300-68,50,25.0,,12,11.64,a
800S300-97,50,25.0,,12,20.9,a
800S300-118,50,25.0,,12,27.36,a
800S300-54,50,25.0,,12,10.55,a
800S350-68,50,25.0,,12,15.34,a
800S350-97,50,25.0,,12,25.42,a
800S350-118,50,25.0,,12,33.86,a
800S250-68,33,25.0,8,16,11.21,a
800S250-97,50,25.0,8,16,18.97,a
800S250-118,50,25.0,8,16,24.82,a
800S250-54,50,25.0,8,16,7.96,a
800S300-68,50,25.0,8,16,11.49,a
800S300-97,50,25.0,8,16,20.73,a
800S300-118,50,25.0,8,16,27.18,a
800S300-54,50,25.0,8,16,10.39,a
800S350-68,50,25.0,8,16,15.18,a
800S350-97,50,25.0,8,16,25.24,a
800S350-118,50,25.0,8,16,33.67,a
800S250-68,33,25.0,8,24,10.9,a
800S250-97,50,25.0,8,24,18.63,a
800S250-118,50,25.0,8,24,24.46,a
800S250-54,50,25.0,8,24,7.65,a
800S300-68,50,25.0,8,24,11.18,a
800S300-97,50,25.0,8,24,20.38,a
800S300-118,50,25.0,8,24,26.82,a
800S300-54,50,25.0,8,24,10.06,a
800S350-68,50,25.0,8,24,14.85,a
800S350-97,50,25.0,8,24,24.87,a
800S350-118,50,25.0,8,24,33.28,a
800S250-68,33,25.0,8,12,11.2,a
800S250-97,50,25.0,8,12,18.93,a
800S250-118,50,25.0,8,12,24.72,a
800S250-54,50,25.0,8,12,7.95,a
800S300-68,50,25.0,8,12,11.46,a
800S300-97,50,25.0,8,12,20.62,a
800S300-118,50,25.0,8,12,27.04,a
800S300-54,50,25.0,8,12,10.34,a
800S350-68,50,25.0,8,12,15.11,a
800S350-97,50,25.0,8,12,25.14,a
800S350-118,50,25.0,8,12,33.48,a
800S250-68,33,25.0,9,16,11.01,a
800S250-97,50,25.0,9,16,18.71,a
800S250-118,50,25.0,9,16,24.49,a
800S250-54,50,25.0,9,16,7.75,a
800S300-68,50,25.0,9,16,11.26,a
800S300-97,50,25.0,9,16,20.4,a
800S300-118,50,25.0,9,16,26.81,a
800S300-54,50,25.0,9,16,10.14,a
800S350-68,50,25.0,9,16,14.91,a
800S350-97,50,25.0,9,16,24.91,a
800S350-118,50,25.0,9,16,33.23,a
800S250-68,33,25.0,9,24,10.62,a
800S250-97,50,25.0,9,24,18.28,a
800S250-118,50,25.0,9,24,24.04,a
800S250-54,50,25.0,9,24,7.36,a
800S300-68,50,25.0,9,24,10.88,a
800S300-97,50,25.0,9,24,19.96,a
800S300-118,50,25.0,9,24,26.35,a
800S300-54,50,25.0,9,24,9.74,a
800S350-68,50,25.0,9,24,14.49,a
800S350-97,50,25.0,9,24,24.45,a
800S350-118,50,25.0,9,24,32.75,a
800S250-68,33,25.0,9,12,11.02,a
800S250-97,50,25.0,9,12,18.69,a
800S250-118,50,25.0,9,12,24.38,a
800S250-54,50,25.0,9,12,7.76,a
800S300-68,50,25.0,9,12,11.25,a
800S300-97,50,25.0,9,12,20.29,a
800S300-118,50,25.0,9,12,26.65,a
800S300-54,50,25.0,9,12,10.12,a
800S350-68,50,25.0,9,12,14.85,a
800S350-97,50,25.0,9,12,24.78,a
800S350-118,50,25.0,9,12,33.03,a
800S250-68,33,25.0,10,16,10.78,a
800S250-97,50,25.0,10,16,18.42,a
800S250-118,50,25.0,10,16,24.11,a
800S250-54,50,25.0,10,16,7.52,a
800S300-68,50,25.0,10,16,11.01,a
800S300-97,50,25.0,10,16,20.02,a
800S300-118,50,25.0,10,16,26.37,a
800S300-54,50,25.0,10,16,9.87,a
800S350-68,50,25.0,10,16,14.6,a
800S350-97,50,25.0,10,16,24.5,a
800S350-118,50,25.0,10,16,32.74,a
800S250-68,33,25.0,10,24,10.3,a
800S250-97,50,25.0,10,24,17.89,a
800S250-118,50,25.0,10,24,23.55,a
800S250-54,50,25.0,10,24,7.05,a
800S300-68,50,25.0,10,24,10.54,a
800S300-97,50,25.0,10,24,19.49,a
800S300-118,50,25.0,10,24,25.81,a
800S300-54,50,25.0,10,24,9.37,a
800S350-68,50,25.0,10,24,14.1,a
800S350-97,50,25.0,10,24,23.93,a
800S350-118,50,25.0,10,24,32.15,a
800S250-68,33,25.0,10,12,10.57,a
800S250-97,50,25.0,10,12,18.09,a
800S250-118,50,25.0,10,12,23.53,a
800S250-54,50,25.0,10,12,7.32,a
800S300-68,50,25.0,10,12,10.74,a
800S300-97,50,25.0,10,12,19.47,a
800S300-118,50,25.0,10,12,25.69,a
800S300-54,50,25.0,10,12,9.57,a
800S350-68,50,25.0,10,12,14.23,a
800S350-97,50,25.0,10,12,23.82,a
800S350-118,50,25.0,10,12,31.99,a
800S250-68,33,25.0,12,16,10.23,a
800S250-97,50,25.0,12,16,17.71,a
800S250-118,50,25.0,12,16,23.14,a
800S250-54,50,25.0,12,16,6.98,a
800S300-68,50,25.0,12,16,10.4,a
800S300-97,50,25.0,12,16,19.09,a
800S300-118,50,25.0,12,16,25.3,a
800S300-54,50,25.0,12,16,9.23,a
800S350-68,50,25.0,12,16,13.87,a
800S350-97,50,25.0,12,16,23.43,a
800S350-118,50,25.0,12,16,31.58,a
800S250-68,33,25.0,12,24,9.55,a
800S250-97,50,25.0,12,24,16.96,a
800S250-118,50,25.0,12,24,22.35,a
800S250-54,50,25.0,12,24,6.31,a
800S300-68,50,25.0,12,24,9.74,a
800S300-97,50,25.0,12,24,18.34,a
800S300-118,50,25.0,12,24,24.51,a
800S300-54,50,25.0,12,24,8.53,a
800S350-68,50,25.0,12,24,13.16,a
800S350-97,50,25.0,12,24,22.63,a
800S350-118,50,25.0,12,24,30.74,a
800S250-68,33,25.0,12,12,9.93,a
800S250-97,50,25.0,12,12,17.15,a
800S250-118,50,25.0,12,12,22.4,a
800S250-54,50,25.0,12,12,6.78,a
800S300-68,50,25.0,12,12,10.11,a
800S300-97,50,25.0,12,12,18.44,a
800S300-118,50,25.0,12,12,24.49,a
800S300-54,50,25.0,12,12,8.94,a
800S350-68,50,25.0,12,12,13.47,a
800S350-97,50,25.0,12,12,22.69,a
800S350-118,50,25.0,12,12,30.45,a
800S250-68,33,25.0,14,16,9.48,a
800S250-97,50,25.0,14,16,16.65,a
800S250-118,50,25.0,14,16,21.88,a
800S250-54,50,25.0,14,16,6.34,a
800S300-68,50,25.0,14,16,9.67,a
800S300-97,50,25.0,14,16,17.95,a
800S300-118,50,25.0,14,16,23.97,a
800S300-54,50,25.0,14,16,8.47,a
800S350-68,50,25.0,14,16,13.0,a
800S350-97,50,25.0,14,16,22.16,a
800S350-118,50,25.0,14,16,29.91,a
800S250-68,33,25.0,14,24,8.58,a
800S250-97,50,25.0,14,24,15.66,a
800S250-118,50,25.0,14,24,20.85,a
800S250-54,50,25.0,14,24,5.44,a
800S300-68,50,25.0,14,24,8.79,a
800S300-97,50,25.0,14,24,16.96,a
800S300-118,50,25.0,14,24,22.93,a
800S300-54,50,25.0,14,24,7.55,a
800S350-68,50,25.0,14,24,12.05,a
800S350-97,50,25.0,14,24,21.11,a
800S350-118,50,25.0,14,24,28.81,a
800S250-68,33,25.0,14,12,9.18,a
800S250-97,50,25.0,14,12,15.99,a
800S250-118,50,25.0,14,12,21.0,a
800S250-54,50,25.0,14,12,6.17,a
800S300-68,50,25.0,14,12,9.39,a
800S300-97,50,25.0,14,12,17.24,a
800S300-118,50,25.0,14,12,23.07,a
800S300-54,50,25.0,14,12,8.22,a
800S350-68,50,25.0,14,12,12.6,a
800S350-97,50,25.0,14,12,21.42,a
800S350-118,50,25.0,14,12,28.5,a
800S250-68,33,25.0,16,16,8.61,a
800S250-97,50,25.0,16,16,15.37,a
800S250-118,50,25.0,16,16,20.35,a
800S250-54,50,25.0,16,16,5.61,a
800S300-68,50,25.0,16,16,8.83,a
800S300-97,50,25.0,16,16,16.62,a
800S300-118,50,25.0,16,16,22.42,a
800S300-54,50,25.0,16,16,7.63,a
800S350-68,50,25.0,16,16,12.0,a
800S350-97,50,25.0,16,16,20.76,a
800S350-118,50,25.0,16,16,27.82,a
800S250-68,33,25.0,16,24,7.47,a
800S250-97,50,25.0,16,24,14.12,a
800S250-118,50,25.0,16,24,19.06,a
800S250-54,50,25.0,16,24,4.47,a
800S300-68,50,25.0,16,24,7.72,a
800S300-97,50,25.0,16,24,15.38,a
800S300-118,50,25.0,16,24,21.12,a
800S300-54,50,25.0,16,24,6.47,a
800S350-68,50,25.0,16,24,10.81,a
800S350-97,50,25.0,16,24,19.43,a
800S350-118,50,25.0,16,24,26.47,a
362S137-43,33,30.0,,12,1.25,a
362S137-54,50,30.0,,12,2.45,a
362S137-68,50,30.0,,12,3.47,a
362S137-33,33,30.0,,12,0.96,a
600S137-43,33,30.0,,12,1.66,a
362S162-54,33,30.0,,12,3.25,a
362S162-68,50,30.0,,12,4.45,a
362S162-97,50,30.0,,12,6.82,a
362S162-97,50,30.0,,12,1.27,a
362S162-33,33,30.0,,12,2.3,a
362S200-54,33,30.0,,12,4.22,a
600S162-68,50,30.0,,12,7.01,a
600S162-97,50,30.0,,12,8.5,a
600S162-43,33,30.0,,12,2.68,a
362S250-54,33,30.0,,12,4.83,a
600S200-68,50,30.0,,12,6.64,a
600S200-97,33,30.0,,12,9.76,a
362S137-43,33,30.0,8,16,0.92,b
362S137-54,50,30.0,8,16,2.18,a
362S137-68,50,30.0,8,16,3.24,a
362S137-33,33,30.0,8,16,0.6,b
600S137-43,33,30.0,8,16,1.31,a
362S162-54,33,30.0,8,16,2.96,a
362S162-68,50,30.0,8,16,4.19,a
362S162-97,50,30.0,8,16,6.55,a
362S162-97,50,30.0,8,16,0.87,b
362S162-33,33,30.0,8,16,1.92,a
362S200-54,33,30.0,8,16,3.88,a
600S162-68,50,30.0,8,16,6.62,a
600S162-97,50,30.0,8,16,8.22,a
600S162-43,33,30.0,8,16,2.26,a
362S250-54,33,30.0,8,16,4.47,a
600S200-68,50,30.0,8,16,6.29,a
600S200-97,33,30.0,8,16,9.43,a
362S137-43,33,30.0,8,12,0.96,b
362S137-54,50,30.0,8,12,2.13,a
362S137-68,50,30.0,8,12,3.12,a
362S137-33,33,30.0,8,12,0.65,c
600S137-43,33,30.0,8,12,1.33,a
362S162-54,33,30.0,8,12,2.86,a
362S162-68,50,30.0,8,12,4.0,a
362S162-97,50,30.0,8,12,6.19,a
362S162-97,50,30.0,8,12,0.93,b
362S162-33,33,30.0,8,12,1.92,a
362S200-54,33,30.0,8,12,3.72,a
600S162-68,50,30.0,8,12,6.32,a
600S162-97,50,30.0,8,12,7.72,a
600S162-43,33,30.0,8,12,2.28,a
362S250-54,33,30.0,8,12,4.35,a
600S200-68,50,30.0,8,12,5.95,a
600S200-97,33,30.0,8,12,8.87,a
362S137-43,33,30.0,8,12,0.65,d
362S137-54,50,30.0,8,12,1.79,c
362S137-68,50,30.0,8,12,2.74,b
362S137-33,33,30.0,8,12,0.33,d
600S137-43,33,30.0,8,12,0.93,c
362S162-54,33,30.0,8,12,2.45,b
362S162-68,50,30.0,8,12,3.52,a
362S162-97,50,30.0,8,12,5.51,a
362S162-97,50,30.0,8,12,0.56,c
362S162-33,33,30.0,8,12,1.52,b
362S200-54,33,30.0,8,12,3.21,a
600S162-68,50,30.0,8,12,5.55,a
600S162-97,50,30.0,8,12,6.89,a
600S162-43,33,30.0,8,12,1.86,a
362S250-54,33,30.0,8,12,3.82,a
600S200-68,50,30.0,8,12,5.24,a
600S200-97,33,30.0,8,12,7.95,a
600S200-68,33,30.0,,12,9.18,a
800S137-97,50,30.0,,12,14.66,a
800S137-118,50,30.0,,12,18.94,a
800S137-43,33,30.0,,12,4.01,a
800S137-54,33,30.0,,12,7.01,a
600S250-68,33,30.0,,12,10.28,a
800S162-97,50,30.0,,12,17.21,a
800S162-118,50,30.0,,12,22.07,a
800S162-54,50,30.0,,12,7.31,a
600S300-68,50,30.0,,12,10.48,a
600S300-97,50,30.0,,12,18.53,a
600S300-118,33,30.0,,12,24.18,a
800S200-54,33,30.0,,12,9.58,a
600S350-68,33,30.0,,12,14.04,a
600S350-97,50,30.0,,12,23.11,a
600S350-118,50,30.0,,12,30.65,a
600S200-68,33,30.0,8,16,8.94,a
800S137-97,50,30.0,8,16,14.43,a
800S137-118,50,30.0,8,16,18.69,a
800S137-43,33,30.0,8,16,3.76,a
800S137-54,33,30.0,8,16,6.77,a
600S250-68,33,30.0,8,16,10.02,a
800S162-97,50,30.0,8,16,16.93,a
800S162-118,50,30.0,8,16,21.79,a
800S162-54,50,30.0,8,16,7.07,a
600S300-68,50,30.0,8,16,10.22,a
600S300-97,50,30.0,8,16,18.25,a
600S300-118,33,30.0,8,16,23.89,a
800S200-54,33,30.0,8,16,9.33,a
600S350-68,33,30.0,8,16,13.77,a
600S350-97,50,30.0,8,16,22.81,a
600S350-118,50,30.0,8,16,30.34,a
600S200-68,33,30.0,8,24,8.46,a
800S137-97,50,30.0,8,24,13.97,a
800S137-118,50,30.0,8,24,18.21,a
800S137-43,33,30.0,8,24,3.25,a
800S137-54,33,30.0,8,24,6.3,a
600S250-68,33,30.0,8,24,9.51,a
800S162-97,50,30.0,8,24,16.37,a
800S162-118,50,30.0,8,24,21.21,a
800S162-54,50,30.0,8,24,6.6,a
600S300-68,50,30.0,8,24,9.72,a
600S300-97,50,30.0,8,24,17.69,a
600S300-118,33,30.0,8,24,23.32,a
800S200-54,33,30.0,8,24,8.83,a
600S350-68,33,30.0,8,24,13.23,a
600S350-97,50,30.0,8,24,22.22,a
600S350-118,50,30.0,8,24,29.73,a
600S200-68,33,30.0,8,12,8.87,a
800S137-97,50,30.0,8,12,14.29,a
800S137-118,50,30.0,8,12,18.5,a
800S137-43,33,30.0,8,12,3.78,a
800S137-54,33,30.0,8,12,6.74,a
600S250-68,33,30.0,8,12,9.94,a
800S162-97,50,30.0,8,12,16.71,a
800S162-118,50,30.0,8,12,21.49,a
800S162-54,50,30.0,8,12,7.04,a
600S300-68,50,30.0,8,12,10.14,a
600S300-97,50,30.0,8,12,18.0,a
600S300-118,33,30.0,8,12,23.57,a
800S200-54,33,30.0,8,12,9.24,a
600S350-68,33,30.0,8,12,13.63,a
600S350-97,50,30.0,8,12,22.51,a
600S350-118,50,30.0,8,12,29.75,a
600S200-68,33,30.0,9,16,8.58,a
800S137-97,50,30.0,9,16,14.01,a
800S137-118,50,30.0,9,16,18.2,a
800S137-43,33,30.0,9,16,3.46,a
800S137-54,33,30.0,9,16,6.45,a
600S250-68,33,30.0,9,16,9.61,a
800S162-97,50,30.0,9,16,16.36,a
800S162-118,50,30.0,9,16,21.13,a
800S162-54,50,30.0,9,16,6.74,a
600S300-68,50,30.0,9,16,9.82,a
600S300-97,50,30.0,9,16,17.66,a
600S300-118,33,30.0,9,16,23.21,a
800S200-54,33,30.0,9,16,8.93,a
600S350-68,33,30.0,9,16,13.29,a
600S350-97,50,30.0,9,16,22.14,a
600S350-118,50,30.0,9,16,29.37,a
600S200-68,33,30.0,9,24,7.98,a
800S137-97,50,30.0,9,24,13.43,a
800S137-118,50,30.0,9,24,17.59,a
800S137-43,33,30.0,9,24,2.82,a
800S137-54,33,30.0,9,24,5.86,a
600S250-68,33,30.0,9,24,8.97,a
800S162-97,50,30.0,9,24,15.67,a
800S162-118,50,30.0,9,24,20.41,a
800S162-54,50,30.0,9,24,6.15,a
600S300-68,50,30.0,9,24,9.19,a
600S300-97,50,30.0,9,24,16.96,a
600S300-118,33,30.0,9,24,22.49,a
800S200-54,33,30.0,9,24,8.3,a
600S350-68,33,30.0,9,24,12.61,a
600S350-97,50,30.0,9,24,21.4,a
600S350-118,50,30.0,9,24,28.61,a
600S200-68,33,30.0,9,12,8.52,a
800S137-97,50,30.0,9,12,13.86,a
800S137-118,50,30.0,9,12,17.98,a
800S137-43,33,30.0,9,12,3.52,a
800S137-54,33,30.0,9,12,6.44,a
600S250-68,33,30.0,9,12,9.55,a
800S162-97,50,30.0,9,12,16.14,a
800S162-118,50,30.0,9,12,20.81,a
800S162-54,50,30.0,9,12,6.73,a
600S300-68,50,30.0,9,12,9.76,a
600S300-97,50,30.0,9,12,17.4,a
600S300-118,33,30.0,9,12,22.88,a
800S200-54,33,30.0,9,12,8.87,a
600S350-68,33,30.0,9,12,13.16,a
