member_series,kind,t_design_in,radius_in,Fy,condition,bearing_in,P_asd_lb
1200S-97,back_to_back,0.1017,0.1525,50,3,3.5,3012.0
1200S-97,back_to_back,0.1017,0.1525,50,3,4.0,3078.0
1200S-97,back_to_back,0.1017,0.1525,50,3,6.0,3309.0
1200S-97,back_to_back,0.1017,0.1525,50,4,1.0,5545.0
1200S-97,back_to_back,0.1017,0.1525,50,4,3.5,6514.0
1200S-97,back_to_back,0.1017,0.1525,50,4,4.0,6658.0
1200S-97,back_to_back,0.1017,0.1525,50,4,6.0,7158.0
1200S-118,back_to_back,0.1242,0.1863,50,1,1.0,5679.0
1200S-118,back_to_back,0.1242,0.1863,50,1,3.5,7868.0
1200S-118,back_to_back,0.1242,0.1863,50,1,4.0,8193.0
1200S-118,back_to_back,0.1242,0.1863,50,1,6.0,9323.0
1200S-118,back_to_back,0.1242,0.1863,50,2,1.0,9297.0
1200S-118,back_to_back,0.1242,0.1863,50,2,3.5,11223.0
1200S-118,back_to_back,0.1242,0.1863,50,2,4.0,11508.0
1200S-118,back_to_back,0.1242,0.1863,50,2,6.0,12503.0
1200S-118,back_to_back,0.1242,0.1863,50,3,1.0,4027.0
1200S-118,back_to_back,0.1242,0.1863,50,3,3.5,4676.0
1200S-118,back_to_back,0.1242,0.1863,50,3,4.0,4772.0
1200S-118,back_to_back,0.1242,0.1863,50,3,6.0,5107.0
1200S-118,back_to_back,0.1242,0.1863,50,4,1.0,8710.0
1200S-118,back_to_back,0.1242,0.1863,50,4,3.5,10113.0
1200S-118,back_to_back,0.1242,0.1863,50,4,4.0,10321.0
1200S-118,back_to_back,0.1242,0.1863,50,4,6.0,11046.0
1400S-68,back_to_back,0.0713,0.1069,33,1,1.0,1404.0
1400S-68,back_to_back,0.0713,0.1069,33,1,3.5,2030.0
1400S-68,back_to_back,0.0713,0.1069,33,1,4.0,2123.0
1400S-68,back_to_back,0.0713,0.1069,33,1,6.0,2446.0
1400S-68,back_to_back,0.0713,0.1069,33,2,1.0,2167.0
1400S-68,back_to_back,0.0713,0.1069,33,2,3.5,2717.0
1400S-68,back_to_back,0.0713,0.1069,33,2,4.0,2799.0
1400S-68,back_to_back,0.0713,0.1069,33,2,6.0,3083.0
1400S-68,back_to_back,0.0713,0.1069,33,3,1.0,672.0
1400S-68,back_to_back,0.0713,0.1069,33,3,3.5,806.0
1400S-68,back_to_back,0.0713,0.1069,33,3,4.0,826.0
1400S-68,back_to_back,0.0713,0.1069,33,3,6.0,896.0
1400S-68,back_to_back,0.0713,0.1069,33,4,1.0,1452.0
1400S-68,back_to_back,0.0713,0.1069,33,4,3.5,1744.0
1400S-68,back_to_back,0.0713,0.1069,33,4,4.0,1787.0
1400S-68,back_to_back,0.0713,0.1069,33,4,6.0,1938.0
1400S-68,back_to_back,0.0713,0.1069,50,1,1.0,2127.0
1400S-68,back_to_back,0.0713,0.1069,50,1,3.5,3076.0
1400S-68,back_to_back,0.0713,0.1069,50,1,4.0,3216.0
1400S-68,back_to_back,0.0713,0.1069,50,1,6.0,3706.0
1400S-68,back_to_back,0.0713,0.1069,50,2,1.0,3283.0
1400S-68,back_to_back,0.0713,0.1069,50,2,3.5,4117.0
1400S-68,back_to_back,0.0713,0.1069,50,2,4.0,4241.0
1400S-68,back_to_back,0.0713,0.1069,50,2,6.0,4671.0
1400S-68,back_to_back,0.0713,0.1069,50,3,1.0,1018.0
1400S-68,back_to_back,0.0713,0.1069,50,3,3.5,1222.0
1400S-68,back_to_back,0.0713,0.1069,50,3,4.0,1252.0
1400S-68,back_to_back,0.0713,0.1069,50,3,6.0,1358.0
1400S-68,back_to_back,0.0713,0.1069,50,4,1.0,2201.0
1400S-68,back_to_back,0.0713,0.1069,50,4,3.5,2642.0
1400S-68,back_to_back,0.0713,0.1069,50,4,4.0,2708.0
1400S-68,back_to_back,0.0713,0.1069,50,4,6.0,2936.0
1400S-97,back_to_back,0.1017,0.1525,50,1,1.0,3977.0
1400S-97,back_to_back,0.1017,0.1525,50,1,3.5,5596.0
1400S-97,back_to_back,0.1017,0.1525,50,1,4.0,5837.0
1400S-97,back_to_back,0.1017,0.1525,50,1,6.0,6672.0
1400S-97,back_to_back,0.1017,0.1525,50,2,1.0,6377.0
1400S-97,back_to_back,0.1017,0.1525,50,2,3.5,7801.0
1400S-97,back_to_back,0.1017,0.1525,50,2,4.0,8013.0
1400S-97,back_to_back,0.1017,0.1525,50,2,6.0,8748.0
1400S-97,back_to_back,0.1017,0.1525,50,3,1.0,2406.0
1400S-97,back_to_back,0.1017,0.1525,50,3,3.5,2826.0
1400S-97,back_to_back,0.1017,0.1525,50,3,4.0,2888.0
1400S-97,back_to_back,0.1017,0.1525,50,3,6.0,3105.0
1400S-97,back_to_back,0.1017,0.1525,50,4,1.0,5203.0
1400S-97,back_to_back,0.1017,0.1525,50,4,3.5,6111.0
1400S-97,back_to_back,0.1017,0.1525,50,4,4.0,6246.0
1400S-97,back_to_back,0.1017,0.1525,50,4,6.0,6715.0
1400S-118,back_to_back,0.1242,0.1863,50,1,1.0,5674.0
1400S-118,back_to_back,0.1242,0.1863,50,1,3.5,7862.0
1400S-118,back_to_back,0.1242,0.1863,50,1,4.0,8186.0
1400S-118,back_to_back,0.1242,0.1863,50,1,6.0,9316.0
1400S-118,back_to_back,0.1242,0.1863,50,2,1.0,9289.0
1400S-118,back_to_back,0.1242,0.1863,50,2,3.5,11214.0
1400S-118,back_to_back,0.1242,0.1863,50,2,4.0,11499.0
1400S-118,back_to_back,0.1242,0.1863,50,2,6.0,12492.0
1400S-118,back_to_back,0.1242,0.1863,50,3,1.0,3817.0
1400S-118,back_to_back,0.1242,0.1863,50,3,3.5,4432.0
1400S-118,back_to_back,0.1242,0.1863,50,3,4.0,4523.0
1400S-118,back_to_back,0.1242,0.1863,50,3,6.0,4840.0
1400S-118,back_to_back,0.1242,0.1863,50,4,1.0,8254.0
1400S-118,back_to_back,0.1242,0.1863,50,4,3.5,9584.0
1400S-118,back_to_back,0.1242,0.1863,50,4,4.0,9781.0
1400S-118,back_to_back,0.1242,0.1863,50,4,6.0,10468.0
1600S-97,back_to_back,0.1017,0.1525,50,1,1.0,3974.0
1600S-97,back_to_back,0.1017,0.1525,50,1,3.5,5592.0
1600S-97,back_to_back,0.1017,0.1525,50,1,4.0,5832.0
1600S-97,back_to_back,0.1017,0.1525,50,1,6.0,6667.0
1600S-97,back_to_back,0.1017,0.1525,50,2,1.0,6372.0
1600S-97,back_to_back,0.1017,0.1525,50,2,3.5,7795.0
1600S-97,back_to_back,0.1017,0.1525,50,2,4.0,8006.0
1600S-97,back_to_back,0.1017,0.1525,50,2,6.0,8741.0
1600S-97,back_to_back,0.1017,0.1525,50,3,1.0,2259.0
1600S-97,back_to_back,0.1017,0.1525,50,3,3.5,2653.0
1600S-97,back_to_back,0.1017,0.1525,50,3,4.0,2712.0
1600S-97,back_to_back,0.1017,0.1525,50,3,6.0,2915.0
1600S-97,back_to_back,0.1017,0.1525,50,4,1.0,4885.0
1600S-97,back_to_back,0.1017,0.1525,50,4,3.5,5738.0
1600S-97,back_to_back,0.1017,0.1525,50,4,4.0,5864.0
1600S-97,back_to_back,0.1017,0.1525,50,4,6.0,6305.0
1600S-118,back_to_back,0.1242,0.1863,50,1,1.0,5670.0
1600S-118,back_to_back,0.1242,0.1863,50,1,3.5,7856.0
1600S-118,back_to_back,0.1242,0.1863,50,1,4.0,8180.0
1600S-118,back_to_back,0.1242,0.1863,50,1,6.0,9309.0
1600S-118,back_to_back,0.1242,0.1863,50,2,1.0,9282.0
1600S-118,back_to_back,0.1242,0.1863,50,2,3.5,11205.0
1600S-118,back_to_back,0.1242,0.1863,50,2,4.0,11490.0
1600S-118,back_to_back,0.1242,0.1863,50,2,6.0,12483.0
1600S-118,back_to_back,0.1242,0.1863,50,3,1.0,3621.0
1600S-118,back_to_back,0.1242,0.1863,50,3,3.5,4205.0
1600S-118,back_to_back,0.1242,0.1863,50,3,4.0,4291.0
1600S-118,back_to_back,0.1242,0.1863,50,3,6.0,4592.0
1600S-118,back_to_back,0.1242,0.1863,50,4,1.0,7832.0
1600S-118,back_to_back,0.1242,0.1863,50,4,3.5,9093.0
1600S-118,back_to_back,0.1242,0.1863,50,4,4.0,9281.0
1600S-118,back_to_back,0.1242,0.1863,50,4,6.0,9932.0
